neo_id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,diameter_min_km,diameter_max_km,velocity_kms,miss_distance_km,approach_date,approach_date_full,orbiting_body,is_hazardous,is_sentry,created_at
54377574,54377574,(2023 QB2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54377574,26.25,0.0149470324,0.0334225806,5.3733178874,31685151.50372623,2025-11-06,2025-Nov-06 15:48,Earth,false,false,2025-10-03 19:19:00.869599
54380577,54380577,(2023 QC13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54380577,22.48,0.0848310762,0.189688053,2.7910525195,56188093.3365793,2025-11-09,2025-Nov-09 15:32,Earth,false,false,2025-10-03 19:19:01.670502
54383297,54383297,(2023 RG11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54383297,25.48,0.0213086029,0.0476474846,9.59611237,41568499.627169184,2025-10-23,2025-Oct-23 06:17,Earth,false,false,2025-10-03 19:19:00.208277
54383301,54383301,(2023 RV12),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54383301,26.2,0.0152951935,0.0342010925,13.598403206,28643357.00947528,2025-10-03,2025-Oct-03 12:57,Earth,false,true,2025-10-03 13:34:50.502954
54385247,54385247,(2023 SV1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54385247,24.13,0.0396784754,0.0887237683,31.8007142527,59952516.85623488,2025-10-03,2025-Oct-03 06:51,Earth,false,false,2025-10-03 13:34:50.502954
54385807,54385807,(2023 SK3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54385807,25.87,0.0178055329,0.039814382,7.7803801857,44313862.80045986,2025-11-03,2025-Nov-03 03:01,Earth,false,false,2025-10-03 19:19:00.869599
54387140,54387140,(2023 SL5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54387140,28.79,0.0046403953,0.0103762393,9.1932817532,43080564.73572815,2025-10-10,2025-Oct-10 10:48,Earth,false,true,2025-10-03 19:12:56.840742
54390665,54390665,(2023 TN),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54390665,24.74,0.0299609084,0.0669946278,23.9945506839,63408396.713787764,2025-10-12,2025-Oct-12 03:30,Earth,false,false,2025-10-03 19:15:37.148944
54390823,54390823,(2023 TT),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54390823,24.07,0.0407901194,0.0912094798,17.0960093943,25814258.37322441,2025-10-04,2025-Oct-04 07:04,Earth,false,false,2025-10-03 13:34:50.502954
54391035,54391035,(2023 TH2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54391035,27.5,0.008405334,0.0187948982,23.414651718,68258586.18028252,2025-10-28,2025-Oct-28 07:45,Earth,false,false,2025-10-03 19:19:00.869599
54392060,54392060,(2023 SO11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392060,26.73,0.011982708,0.0267941497,11.6100779759,46630792.20002372,2025-10-13,2025-Oct-13 21:05,Earth,false,true,2025-10-03 19:15:37.148944
54392067,54392067,(2023 TM3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392067,26.94,0.0108781483,0.0243242791,21.3994446068,45856607.81419311,2025-10-04,2025-Oct-04 23:49,Earth,false,true,2025-10-03 13:34:50.502954
54392432,54392432,(2023 TG5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54392432,26.73,0.011982708,0.0267941497,16.4918641262,64121034.755685724,2025-11-18,2025-Nov-18 06:07,Earth,false,false,2025-10-03 19:19:02.427056
54393151,54393151,(2023 TX9),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54393151,22.82,0.0725362295,0.1621959399,17.2650743608,31689865.76644375,2025-11-16,2025-Nov-16 05:51,Earth,false,false,2025-10-03 19:19:02.427056
54393696,54393696,(2023 TG14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54393696,25.83,0.0181365625,0.0405545866,7.9771198252,8239014.457426274,2025-10-23,2025-Oct-23 17:52,Earth,false,false,2025-10-03 19:19:00.208277
54394001,54394001,(2023 TT19),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54394001,23.18,0.0614546821,0.1374168468,13.2577681317,68578511.86168608,2025-11-12,2025-Nov-12 02:34,Earth,false,false,2025-10-03 19:19:01.670502
54397142,54397142,(2023 UZ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54397142,26.88,0.0111829138,0.0250057554,9.9891416916,32481147.124364756,2025-10-11,2025-Oct-11 02:37,Earth,false,false,2025-10-03 19:15:37.148944
54402369,54402369,(2023 VS),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54402369,29.84,0.0028612445,0.0063979373,6.2028582077,15231809.797852987,2025-11-02,2025-Nov-02 01:41,Earth,false,false,2025-10-03 19:19:01.670502
54402652,54402652,(2023 VM2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54402652,24.61,0.0318093633,0.0711278987,15.0044836625,43688895.88716541,2025-11-04,2025-Nov-04 09:00,Earth,false,false,2025-10-03 19:19:00.869599
54403791,54403791,(2023 VT3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54403791,26.31,0.0145396843,0.0325117225,12.2680269529,23243380.69517948,2025-11-27,2025-Nov-27 07:26,Earth,false,false,2025-10-03 19:19:03.299427
54403825,54403825,(2023 VJ5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54403825,25.04,0.0260948603,0.0583498816,9.9860323979,10534173.896234546,2025-11-19,2025-Nov-19 05:00,Earth,false,false,2025-10-03 19:19:02.427056
54404086,54404086,(2023 VQ5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404086,27.72,0.0075954757,0.0169839999,22.9812760738,71562220.58473215,2025-11-25,2025-Nov-25 06:48,Earth,false,false,2025-10-03 19:19:02.427056
54404088,54404088,(2023 VT5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404088,23.26,0.0592318063,0.1324463452,10.1226957178,24106503.213813778,2025-10-11,2025-Oct-11 15:10,Earth,false,false,2025-10-03 19:15:37.148944
54404097,54404097,(2023 VH6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404097,25.6,0.0201629919,0.0450858206,10.6942256027,19439017.625950024,2025-11-07,2025-Nov-07 07:24,Earth,false,true,2025-10-03 19:19:01.670502
54404099,54404099,(2023 VK6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404099,26.91,0.0110294785,0.0246626636,9.6040575338,2924963.060676835,2025-11-03,2025-Nov-03 21:43,Earth,false,false,2025-10-03 19:19:00.869599
54404389,54404389,(2023 VC7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404389,25.86,0.0178877195,0.0399981568,6.4034055171,33354298.714123428,2025-10-23,2025-Oct-23 07:04,Earth,false,false,2025-10-03 19:19:00.208277
54406862,54406862,(2023 WC1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54406862,26.48,0.0134448195,0.0300635304,10.1987304277,13382448.630732855,2025-11-17,2025-Nov-17 22:58,Earth,false,false,2025-10-03 19:19:02.427056
54408397,54408397,(2023 WK3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54408397,20.46,0.21505769,0.4808836139,18.4658716908,28557932.407045346,2025-11-18,2025-Nov-18 14:23,Earth,true,false,2025-10-03 19:19:02.427056
54415885,54415885,(2023 XH10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54415885,21.95,0.1082816778,0.2421251924,13.8675521464,19063930.258187972,2025-11-13,2025-Nov-13 16:17,Earth,false,false,2025-10-03 19:19:01.670502
54416724,54416724,(2023 XX12),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54416724,24.76,0.0296862251,0.0663804174,7.4945176444,46153734.451093346,2025-10-06,2025-Oct-06 19:32,Earth,false,false,2025-10-03 13:34:50.502954
54417174,54417174,(2023 XJ16),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54417174,19.92,0.2757750529,0.6166517648,26.1780296583,71944436.91931075,2025-10-03,2025-Oct-03 13:04,Earth,false,false,2025-10-03 13:34:50.502954
54417744,54417744,(2023 YY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54417744,24.75,0.0298232505,0.0666868155,10.2112232345,29910121.95777979,2025-10-13,2025-Oct-13 17:15,Earth,false,false,2025-10-03 19:15:37.148944
54427945,54427945,(2024 DY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54427945,29.02,0.0041740243,0.0093334022,8.9245115912,18304607.119240392,2025-11-05,2025-Nov-05 19:45,Earth,false,false,2025-10-03 19:19:00.869599
54430152,54430152,(2024 ET2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54430152,22.1,0.1010543415,0.2259643771,20.7949940073,35722081.201872334,2025-10-13,2025-Oct-13 08:33,Earth,false,false,2025-10-03 19:15:37.148944
54430725,54430725,(2024 ET3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54430725,28.39,0.0055789822,0.0124749835,8.3853124293,37016403.90292486,2025-10-13,2025-Oct-13 16:05,Earth,false,true,2025-10-03 19:15:37.148944
54432969,54432969,(2024 GF1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54432969,24.51,0.0333084924,0.0744800533,22.4515779982,63645989.7413777,2025-11-02,2025-Nov-02 08:22,Earth,false,false,2025-10-03 19:19:01.670502
54433331,54433331,(2024 GE2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54433331,27.97,0.0067694748,0.0151370059,4.3039224187,19333182.653086428,2025-10-23,2025-Oct-23 06:21,Earth,false,false,2025-10-03 19:19:00.208277
54433731,54433731,(2024 GT3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54433731,24.48,0.0337718597,0.0755161741,9.7835022401,12649592.077669509,2025-10-26,2025-Oct-26 03:32,Earth,false,false,2025-10-03 19:19:00.869599
54439324,54439324,(2024 JH),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439324,25.63,0.0198863453,0.04446722,7.5657397576,17191607.94231259,2025-10-11,2025-Oct-11 15:58,Earth,false,false,2025-10-03 19:15:37.148944
54439707,54439707,(2024 JK1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439707,26.42,0.0138214936,0.0309057992,4.876643156,30448127.928438976,2025-11-25,2025-Nov-25 20:11,Earth,false,false,2025-10-03 19:15:37.148944
54441265,54441265,(2024 JO10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441265,25.08,0.0256185754,0.0572848762,16.5038252294,63971092.855464086,2025-11-28,2025-Nov-28 17:15,Earth,false,false,2025-10-03 19:19:02.427056
54441866,54441866,(2024 JA15),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441866,25.03,0.0262153087,0.0586192124,25.5870199506,70741235.65717563,2025-11-28,2025-Nov-28 18:45,Earth,false,false,2025-10-03 19:19:02.427056
54465827,54465827,(2024 PK3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54465827,26.73,0.011982708,0.0267941497,19.9451292894,71846671.06107773,2025-10-30,2025-Oct-30 00:40,Earth,false,false,2025-10-03 19:19:00.869599
54467114,54467114,(2024 QM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54467114,23.68,0.0488151892,0.1091540813,8.2704005959,40049657.89965687,2025-11-07,2025-Nov-07 22:03,Earth,false,false,2025-10-03 19:19:01.670502
54467611,54467611,(2024 RM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54467611,24.23,0.0378926498,0.0847305409,10.7805972206,30262905.01615441,2025-10-11,2025-Oct-11 11:05,Earth,false,false,2025-10-03 19:15:37.148944
54483853,54483853,(2024 SS3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54483853,24.03,0.0415484643,0.0929051906,20.3402298884,59445951.07704488,2025-11-25,2025-Nov-25 03:43,Earth,false,false,2025-10-03 19:19:02.427056
54486545,54486545,(2024 TK),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54486545,23.09,0.0640552863,0.1432319745,22.301180174,37118375.61551422,2025-10-06,2025-Oct-06 09:55,Earth,false,false,2025-10-03 13:34:50.502954
54486929,54486929,(2024 TT),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54486929,27.57,0.0081386988,0.0181986838,14.393094855,44113176.0610719,2025-10-13,2025-Oct-13 05:39,Earth,false,true,2025-10-03 19:15:37.148944
54486931,54486931,(2024 TW),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54486931,28.95,0.0043107712,0.0096391775,11.8351736661,7983747.398922211,2025-10-03,2025-Oct-03 03:41,Earth,false,false,2025-10-03 13:34:50.502954
54487057,54487057,(2024 TL1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54487057,23.23,0.0600558028,0.1342888574,33.1324358483,57328757.00433536,2025-10-12,2025-Oct-12 09:09,Earth,false,false,2025-10-03 19:15:37.148944
54488497,54488497,(2024 TL5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54488497,27.59,0.0080640828,0.0180318372,5.3974063811,9234102.717509829,2025-10-06,2025-Oct-06 23:49,Earth,false,false,2025-10-03 13:34:50.502954
54489167,54489167,(2024 TT5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54489167,24.64,0.0313729225,0.0701519874,14.2780978485,28416562.270297475,2025-10-09,2025-Oct-09 09:40,Earth,false,false,2025-10-03 13:34:50.502954
54490869,54490869,(2024 TP14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54490869,21.25,0.1494703242,0.3342258056,34.7587465136,69712527.71425487,2025-10-07,2025-Oct-07 07:26,Earth,false,false,2025-10-03 13:34:50.502954
54494255,54494255,(2024 UM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54494255,25.11,0.0252670754,0.0564988982,17.3312479546,43226353.35028498,2025-10-27,2025-Oct-27 02:09,Earth,false,false,2025-10-03 19:19:00.869599
54494256,54494256,(2024 UN),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54494256,26.62,0.012605352,0.0281864239,21.25568677,53396857.45747204,2025-11-02,2025-Nov-02 20:08,Earth,false,true,2025-10-03 19:19:01.670502
54495687,54495687,(2024 UW2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54495687,24.93,0.0274507982,0.0613818507,13.2787798117,50301010.96394268,2025-11-02,2025-Nov-02 05:33,Earth,false,false,2025-10-03 19:19:01.670502
54496024,54496024,(2024 UB5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496024,28.29,0.0058419115,0.0130629113,19.3772101983,40253167.012299396,2025-11-05,2025-Nov-05 02:43,Earth,false,true,2025-10-03 19:19:00.869599
54496027,54496027,(2024 UJ5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496027,25.64,0.0197949759,0.0442629117,11.3649819643,27012890.13850081,2025-10-06,2025-Oct-06 06:32,Earth,false,false,2025-10-03 13:34:50.502954
54496029,54496029,(2024 UK5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496029,23.99,0.042320908,0.0946324271,27.0111168478,72717039.2029476,2025-10-26,2025-Oct-26 05:22,Earth,false,false,2025-10-03 19:19:00.869599
54496386,54496386,(2024 UY6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496386,25.88,0.0177237239,0.0396314515,20.7777632017,50138334.85919282,2025-11-03,2025-Nov-03 23:07,Earth,false,false,2025-10-03 19:19:00.869599
54496624,54496624,(2024 UU9),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54496624,26.72,0.0120380177,0.0269178258,19.4024875889,48785791.718932845,2025-10-29,2025-Oct-29 00:44,Earth,false,false,2025-10-03 19:19:00.869599
54497055,54497055,(2024 VD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54497055,26.44,0.0136947774,0.0306224531,20.860884539,49535975.60984659,2025-11-10,2025-Nov-10 04:38,Earth,false,false,2025-10-03 19:19:01.670502
54497170,54497170,(2024 VF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54497170,27.38,0.0088829042,0.0198627775,6.752667145,20938217.811361965,2025-10-27,2025-Oct-27 09:55,Earth,false,true,2025-10-03 19:19:00.869599
54500500,54500500,(2024 WW2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54500500,28.38,0.0056047336,0.0125325654,14.7037947988,25792918.566184226,2025-11-18,2025-Nov-18 20:03,Earth,false,true,2025-10-03 19:19:02.427056
54505729,54505729,(2024 XF11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54505729,25.03,0.0262153087,0.0586192124,7.836362584,12356323.031284234,2025-11-04,2025-Nov-04 22:52,Earth,false,false,2025-10-03 19:19:00.869599
54520815,54520815,(2025 DU7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54520815,29.45,0.0034241673,0.0076566709,2.3744593716,17821065.768704653,2025-11-18,2025-Nov-18 03:04,Earth,false,false,2025-10-03 19:19:02.427056
54527457,54527457,(2025 HE3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54527457,28.22,0.0060333008,0.0134908707,4.8968589614,22671003.312386326,2025-11-05,2025-Nov-05 03:36,Earth,false,false,2025-10-03 19:19:00.869599
54528330,54528330,(2025 HV18),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54528330,23.49,0.0532788665,0.1191351672,8.6312065506,19369184.487526167,2025-11-16,2025-Nov-16 23:51,Earth,false,false,2025-10-03 19:19:02.427056
54528922,54528922,(2025 JM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54528922,25.3,0.0231502122,0.0517654482,10.6808362392,24988558.86879485,2025-11-02,2025-Nov-02 15:25,Earth,false,false,2025-10-03 19:19:01.670502
54533099,54533099,(2025 KU1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54533099,26.23,0.0150853356,0.0337318359,3.4857247249,13255068.4080742,2025-11-08,2025-Nov-08 02:43,Earth,false,false,2025-10-03 19:19:01.670502
54533416,54533416,(2025 KZ3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54533416,28.17,0.0061738344,0.0138051134,1.9469452065,14495036.862311764,2025-10-14,2025-Oct-14 21:41,Earth,false,false,2025-10-03 19:15:36.514855
54533420,54533420,(2025 KD4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54533420,24.67,0.0309424699,0.069189466,6.7790927048,27750105.210546818,2025-11-10,2025-Nov-10 07:16,Earth,false,false,2025-10-03 19:19:01.670502
54535145,54535145,(2025 MJ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54535145,21.54,0.1307841086,0.2924421572,12.7510351375,10978995.90718285,2025-10-09,2025-Oct-09 11:09,Earth,false,false,2025-10-03 13:34:50.502954
54535146,54535146,(2025 MK2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54535146,27.17,0.0097848681,0.0218796303,3.7419681358,25323338.406946663,2025-11-05,2025-Nov-05 13:07,Earth,false,false,2025-10-03 19:19:00.869599
54539064,54539064,(2025 OM5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54539064,20.96,0.1708263953,0.3819794322,6.9386570696,17212325.76628868,2025-10-13,2025-Oct-13 07:04,Earth,false,false,2025-10-03 19:15:37.148944
54539486,54539486,(2025 OZ12),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54539486,20.67,0.1952337862,0.4365560173,12.6659843016,17093601.3063078,2025-11-27,2025-Nov-27 01:56,Earth,false,false,2025-10-03 19:19:03.299427
54540497,54540497,(2025 PK2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54540497,22.86,0.0712122941,0.1592355304,7.6181658587,27515254.042637818,2025-10-29,2025-Oct-29 19:51,Earth,false,false,2025-10-03 19:19:00.869599
54541500,54541500,(2025 QG3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541500,22.48,0.0848310762,0.189688053,6.9231302789,14193958.328399304,2025-11-16,2025-Nov-16 07:53,Earth,false,false,2025-10-03 19:19:02.427056
54542338,54542338,(2025 QO8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542338,22.36,0.0896509666,0.2004656557,6.7223404311,19717758.968863223,2025-10-27,2025-Oct-27 03:02,Earth,false,false,2025-10-03 19:19:00.869599
54542538,54542538,(2025 QL9),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542538,23.61,0.0504144434,0.1127301225,5.7258342475,17959634.9994923,2025-10-11,2025-Oct-11 11:19,Earth,false,false,2025-10-03 19:15:37.148944
54542743,54542743,(2025 QK10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542743,24.12,0.0398616229,0.0891332986,11.8906355112,12572284.43126897,2025-10-03,2025-Oct-03 16:11,Earth,false,false,2025-10-03 13:34:50.502954
54544085,54544085,(2025 RW),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544085,23.84,0.0453476699,0.1014004725,1.7114610055,23888592.92757762,2025-10-24,2025-Oct-24 06:36,Earth,false,false,2025-10-03 19:19:00.869599
54544430,54544430,(2025 RK1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544430,20.73,0.1899131235,0.4246586539,12.1385299368,11616696.097498724,2025-11-18,2025-Nov-18 17:21,Earth,true,false,2025-10-03 19:19:02.427056
54544998,54544998,(2025 RH2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544998,24.9,0.0278326768,0.0622357573,5.0764958157,7514832.23213637,2025-10-03,2025-Oct-03 20:07,Earth,false,false,2025-10-03 13:34:50.502954
54545158,54545158,(2025 RG3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545158,24.159,0.0391520924,0.08754674,9.3830673833,15062308.155646292,2025-10-07,2025-Oct-07 07:30,Earth,false,false,2025-10-03 13:34:50.502954
54545163,54545163,(2025 RN3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545163,24.87,0.0282198679,0.063101543,4.3726601897,25164454.727879595,2025-10-08,2025-Oct-08 04:42,Earth,false,false,2025-10-03 13:34:51.30468
54545776,54545776,(2025 SN),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545776,24.934,0.0274002785,0.0612688853,7.3449787684,8869696.024314508,2025-10-14,2025-Oct-14 18:07,Earth,false,false,2025-10-03 19:15:36.514855
54545786,54545786,(2025 SV),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545786,23.04,0.0655473256,0.1465682757,4.1593773456,28768617.011442,2025-10-14,2025-Oct-14 21:17,Earth,false,false,2025-10-03 19:15:36.514855
54546409,54546409,(2025 SF2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546409,23.879,0.0445404886,0.0995955602,6.4517636234,21850757.099111874,2025-10-12,2025-Oct-12 02:10,Earth,false,false,2025-10-03 19:15:37.148944
54546468,54546468,(2025 SV2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546468,24.754,0.0297683646,0.0665640869,7.2831111038,17635842.871379867,2025-10-03,2025-Oct-03 03:53,Earth,false,false,2025-10-03 13:34:50.502954
54546614,54546614,(2025 SE3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546614,23.338,0.0571419394,0.127773261,10.4592605921,22935721.964316987,2025-10-07,2025-Oct-07 05:16,Earth,false,false,2025-10-03 13:34:50.502954
54546621,54546621,(2025 SS3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546621,23.727,0.0477699709,0.1068169022,12.9962346815,9826487.424155291,2025-10-04,2025-Oct-04 21:43,Earth,false,false,2025-10-03 13:34:50.502954
54546916,54546916,(2025 RX10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546916,25.158,0.0247146791,0.0552637026,6.5150369964,15781356.301716091,2025-10-07,2025-Oct-07 11:36,Earth,false,false,2025-10-03 13:34:50.502954
54547359,54547359,(2025 SY5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547359,23.635,0.049837354,0.1114397114,5.2902870424,14852739.671038136,2025-11-09,2025-Nov-09 05:46,Earth,false,false,2025-10-03 19:19:01.670502
54547365,54547365,(2025 SO6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547365,24.837,0.0286520023,0.0640678247,3.1986501411,11797872.25276171,2025-11-05,2025-Nov-05 10:06,Earth,false,false,2025-10-03 19:19:00.869599
54547366,54547366,(2025 SU6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547366,24.312,0.0364884131,0.0815905722,9.0676832059,14392032.086671336,2025-10-06,2025-Oct-06 12:01,Earth,false,false,2025-10-03 13:34:50.502954
54547367,54547367,(2025 SV6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547367,27.241,0.009470109,0.0211758074,4.9703003312,1792105.978249282,2025-10-03,2025-Oct-03 20:02,Earth,false,true,2025-10-03 13:34:50.502954
54547373,54547373,(2025 SJ7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547373,23.7,0.0483676488,0.1081533507,8.100480555,15080573.502061173,2025-10-08,2025-Oct-08 06:01,Earth,false,false,2025-10-03 13:34:51.30468
54547374,54547374,(2025 SK7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547374,23.062,0.0648865938,0.1450908346,23.0576131902,9336916.29211261,2025-10-08,2025-Oct-08 01:54,Earth,false,false,2025-10-03 13:34:51.30468
54547725,54547725,(2025 SV7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547725,23.946,0.0431871929,0.0965694991,16.2721122457,15074108.061637217,2025-10-13,2025-Oct-13 07:33,Earth,false,false,2025-10-03 19:15:37.148944
54547735,54547735,(2025 SY10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547735,26.151,0.0156442583,0.0349816249,11.4006049777,6006932.706187124,2025-10-05,2025-Oct-05 00:59,Earth,false,false,2025-10-03 13:34:50.502954
54548207,54548207,(2025 SQ14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54548207,25.349,0.0226336698,0.0506104244,7.4277907386,21419182.114190154,2025-10-12,2025-Oct-12 19:09,Earth,false,true,2025-10-03 19:15:37.148944
54548209,54548209,(2025 ST14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54548209,25.38,0.0223128464,0.0498930414,5.7413778592,15710501.918472892,2025-10-09,2025-Oct-09 14:21,Earth,false,false,2025-10-03 13:34:50.502954
