neo_id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,diameter_min_km,diameter_max_km,velocity_kms,miss_distance_km,approach_date,approach_date_full,orbiting_body,is_hazardous,is_sentry,created_at
54193830,54193830,(2021 RF4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54193830,23.55,0.0518268695,0.1158884032,5.5201197288,56213476.32525198,2025-10-04,2025-Oct-04 23:52,Earth,false,false,2025-10-03 13:34:50.502954
54194339,54194339,(2021 RM5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54194339,26.5,0.0133215567,0.0297879063,6.1470843844,23970831.8433659,2025-11-16,2025-Nov-16 12:22,Earth,false,false,2025-10-03 19:19:02.427056
54201807,54201807,(2021 SY3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54201807,27.0,0.0105816886,0.023661375,5.9294008854,7782741.82159392,2025-10-03,2025-Oct-03 23:05,Earth,false,false,2025-10-03 13:34:50.502954
54202331,54202331,(2021 TC1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54202331,25.34,0.0227276732,0.0508206223,5.4611110752,25287778.64917256,2025-11-28,2025-Nov-28 04:32,Earth,false,false,2025-10-03 19:19:02.427056
54202332,54202332,(2021 TD1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54202332,26.01,0.0166937912,0.0373284519,15.7162809525,25687173.067806676,2025-10-04,2025-Oct-04 09:12,Earth,false,false,2025-10-03 13:34:50.502954
54202333,54202333,(2021 TE1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54202333,24.44,0.0343997255,0.0769201245,24.9629732006,57739027.651871875,2025-10-07,2025-Oct-07 22:33,Earth,false,false,2025-10-03 13:34:50.502954
54203006,54203006,(2021 SZ4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54203006,20.47,0.2140695897,0.4786741544,44.5235909383,71892716.08868077,2025-10-04,2025-Oct-04 02:24,Earth,true,false,2025-10-03 13:34:50.502954
54203035,54203035,(2021 TN3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54203035,25.26,0.0235806068,0.0527278398,12.4830197858,34200505.57328577,2025-11-09,2025-Nov-09 05:04,Earth,false,false,2025-10-03 19:19:01.670502
54205444,54205444,(2021 TD7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54205444,26.66,0.0123752784,0.0276719637,16.2004007293,19264377.970099244,2025-10-07,2025-Oct-07 22:56,Earth,false,false,2025-10-03 13:34:50.502954
54207058,54207058,(2021 TJ10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54207058,28.98,0.0042516252,0.0095069231,13.5009471036,35339607.813273706,2025-10-12,2025-Oct-12 23:30,Earth,false,false,2025-10-03 19:15:37.148944
54209314,54209314,(2021 TB15),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54209314,23.32,0.0576175751,0.1288368146,21.4387012601,63641815.78128725,2025-10-28,2025-Oct-28 14:16,Earth,false,false,2025-10-03 19:19:00.869599
54211501,54211501,(2021 UO),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54211501,20.43,0.2180494405,0.4875733714,21.3098970711,25103009.856182165,2025-10-06,2025-Oct-06 02:13,Earth,false,false,2025-10-03 13:34:50.502954
54212444,54212444,(2021 UB1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54212444,27.28,0.0093015425,0.0207988814,20.3606113248,62607716.615367636,2025-11-11,2025-Nov-11 21:44,Earth,false,false,2025-10-03 19:19:01.670502
54212590,54212590,(2021 UJ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54212590,26.33,0.0144063837,0.0322136532,22.1261472346,66740907.72580733,2025-10-03,2025-Oct-03 18:11,Earth,false,false,2025-10-03 13:34:50.502954
54212688,54212688,(2021 UT1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54212688,25.07,0.0257368254,0.0575492912,13.2919957017,13329251.942316381,2025-10-28,2025-Oct-28 17:15,Earth,false,false,2025-10-03 19:19:00.869599
54212933,54212933,(2021 QU64),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54212933,22.25,0.0943093989,0.2108822268,10.9218066194,44196390.07073663,2025-10-13,2025-Oct-13 02:23,Earth,false,false,2025-10-03 19:15:37.148944
54214719,54214719,(2021 UW6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54214719,22.31,0.0917392059,0.2051351006,16.4768105662,19282779.315937743,2025-11-25,2025-Nov-25 21:40,Earth,false,false,2025-10-03 19:19:02.427056
54215217,54215217,(2021 VO),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54215217,21.29,0.1467421834,0.3281254972,13.2737991015,57426097.67550228,2025-10-04,2025-Oct-04 19:27,Earth,false,false,2025-10-03 13:34:50.502954
54215637,54215637,(2021 UV9),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54215637,23.91,0.0439091446,0.0981838322,6.2439477868,38999447.656489514,2025-10-06,2025-Oct-06 09:39,Earth,false,false,2025-10-03 13:34:50.502954
54216320,54216320,(2021 VO2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54216320,24.63,0.0315177333,0.0704757942,10.495466812,53847798.26065993,2025-10-23,2025-Oct-23 15:36,Earth,false,false,2025-10-03 19:19:00.208277
54216378,54216378,(2021 VE4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54216378,24.0,0.0421264611,0.0941976306,11.8157533577,35668432.65308953,2025-11-04,2025-Nov-04 00:09,Earth,false,false,2025-10-03 19:19:00.869599
54218575,54218575,(2021 VD8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54218575,30.38,0.0022312846,0.0049893041,22.608248924,54733551.496274225,2025-11-27,2025-Nov-27 18:33,Earth,false,true,2025-10-03 19:19:03.299427
54218583,54218583,(2021 VP8),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54218583,26.29,0.0146742183,0.0328125497,9.8771149494,17210060.630140074,2025-11-22,2025-Nov-22 09:11,Earth,false,true,2025-10-03 19:19:03.299427
54219286,54219286,(2021 VQ10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54219286,27.16,0.009830033,0.0219806221,14.9542555697,3461831.89304679,2025-11-08,2025-Nov-08 01:19,Earth,false,true,2025-10-03 19:19:01.670502
54219789,54219789,(2021 VW11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54219789,25.5,0.0211132445,0.0472106499,11.7297227649,15407843.780651102,2025-11-16,2025-Nov-16 08:04,Earth,false,false,2025-10-03 19:19:02.427056
54220001,54220001,(2021 VU12),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54220001,24.27,0.037201031,0.0831840342,9.1536912562,18596876.253462587,2025-11-06,2025-Nov-06 12:02,Earth,false,false,2025-10-03 19:19:00.869599
54221205,54221205,(2021 VX22),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54221205,30.27,0.0023472264,0.0052485577,14.9598294245,64205891.09564668,2025-11-22,2025-Nov-22 17:46,Earth,false,true,2025-10-03 19:19:03.299427
54223985,54223985,(2021 WR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54223985,25.33,0.0228325794,0.0510551996,10.0458578451,7388748.409659349,2025-11-22,2025-Nov-22 00:22,Earth,false,false,2025-10-03 19:19:03.299427
54224162,54224162,(2021 WG1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54224162,22.53,0.0829000851,0.1853702257,12.7794494559,20747347.729082767,2025-11-28,2025-Nov-28 23:14,Earth,false,false,2025-10-03 19:19:02.427056
54224424,54224424,(2021 WB2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54224424,24.58,0.0322518756,0.0721173863,14.6204102181,10625848.93702967,2025-11-15,2025-Nov-15 03:53,Earth,false,false,2025-10-03 19:19:01.670502
54225715,54225715,(2021 WF5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54225715,27.14,0.0099209892,0.0221840062,10.5641178786,38547845.166962825,2025-11-15,2025-Nov-15 06:59,Earth,false,false,2025-10-03 19:19:01.670502
54225722,54225722,(2021 XC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54225722,26.29,0.0146742183,0.0328125497,18.8717633924,65973123.37621191,2025-11-08,2025-Nov-08 11:18,Earth,false,false,2025-10-03 19:19:01.670502
54235680,54235680,(2022 AL3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54235680,21.96,0.1077841687,0.2410127282,11.1068398598,65729568.60422631,2025-10-11,2025-Oct-11 17:38,Earth,false,false,2025-10-03 19:15:37.148944
54236586,54236586,(2022 AY5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54236586,29.2,0.0038419789,0.008590926,8.3975611978,2847170.417981756,2025-10-14,2025-Oct-14 08:00,Earth,false,false,2025-10-03 19:15:36.514855
54240291,54240291,(2022 BR2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54240291,24.38,0.0353634784,0.0790751417,5.1657722443,50071765.60221726,2025-11-25,2025-Nov-25 04:08,Earth,false,false,2025-10-03 19:19:02.427056
54240297,54240297,(2022 BB3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54240297,22.93,0.0689532874,0.154184238,16.3663298781,42025803.81511412,2025-10-06,2025-Oct-06 04:50,Earth,false,false,2025-10-03 13:34:50.502954
54246999,54246999,(2022 CG7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54246999,28.63,0.0049952241,0.0111696606,18.2975277413,37250953.82560304,2025-10-23,2025-Oct-23 00:57,Earth,false,false,2025-10-03 19:19:00.208277
54254428,54254428,(2022 EX4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54254428,24.8,0.0291443905,0.0651688382,20.4266761897,56990996.77350316,2025-10-12,2025-Oct-12 22:37,Earth,false,false,2025-10-03 19:15:37.148944
54264231,54264231,(2022 FV),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54264231,24.15,0.039314701,0.0879103439,23.4996469571,49894950.419342004,2025-11-15,2025-Nov-15 12:04,Earth,false,false,2025-10-03 19:19:01.670502
54264233,54264233,(2022 FY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54264233,27.87,0.0070885103,0.015850391,8.0787416527,40197003.528844655,2025-10-24,2025-Oct-24 06:15,Earth,false,false,2025-10-03 19:19:00.869599
54265626,54265626,(2022 FL1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54265626,29.24,0.0037718549,0.0084341239,7.6817966076,71679427.62863825,2025-10-03,2025-Oct-03 09:08,Earth,false,false,2025-10-03 13:34:50.502954
54265894,54265894,(2022 FF3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54265894,27.77,0.0074225815,0.0165973969,9.5535291324,46320602.01888444,2025-10-04,2025-Oct-04 01:37,Earth,false,false,2025-10-03 13:34:50.502954
54266174,54266174,(2022 FG4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54266174,22.64,0.0788052183,0.1762138252,22.2278604974,7149522.521318368,2025-11-17,2025-Nov-17 23:46,Earth,false,false,2025-10-03 19:19:02.427056
54268448,54268448,(2022 GQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54268448,30.4,0.0022108281,0.0049435619,16.94316044,55394186.446281075,2025-11-11,2025-Nov-11 21:08,Earth,false,true,2025-10-03 19:19:01.670502
54276379,54276379,(2022 HM1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54276379,25.61,0.0200703514,0.0448786701,13.2849680425,5773070.395158614,2025-10-23,2025-Oct-23 04:22,Earth,false,false,2025-10-03 19:19:00.208277
54276978,54276978,(2022 HJ3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54276978,27.82,0.0072536229,0.016219594,7.1159508058,63874943.89588938,2025-11-10,2025-Nov-10 11:09,Earth,false,false,2025-10-03 19:19:01.670502
54276986,54276986,(2022 HT3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54276986,20.91,0.1748054532,0.3908768761,18.855151862,59169229.35025605,2025-11-14,2025-Nov-14 08:52,Earth,false,false,2025-10-03 19:19:01.670502
54276987,54276987,(2022 HU3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54276987,26.23,0.0150853356,0.0337318359,24.5612679156,55671212.17090154,2025-11-02,2025-Nov-02 17:55,Earth,false,false,2025-10-03 19:19:01.670502
54278142,54278142,(2022 JM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278142,28.8,0.0046190746,0.0103285648,14.9465490776,51291958.564421654,2025-11-19,2025-Nov-19 15:39,Earth,false,true,2025-10-03 19:19:02.427056
54278174,54278174,(2022 JP),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278174,23.43,0.0547715431,0.1224728936,15.3914641428,52813890.80441072,2025-10-30,2025-Oct-30 11:28,Earth,false,false,2025-10-03 19:19:00.869599
54278307,54278307,(2022 JA1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278307,25.37,0.0224158379,0.0501233372,9.7409613216,50158125.40077171,2025-10-08,2025-Oct-08 20:47,Earth,false,false,2025-10-03 13:34:51.30468
54278317,54278317,(2022 JL1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278317,26.53,0.0131387781,0.0293792009,11.7794061929,36290545.28390373,2025-10-25,2025-Oct-25 02:21,Earth,false,false,2025-10-03 19:19:00.208277
54281071,54281071,(2022 KG6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54281071,26.11,0.0159424468,0.0356483948,8.432406206,70647937.70388782,2025-11-08,2025-Nov-08 05:57,Earth,false,false,2025-10-03 19:19:01.670502
54290058,54290058,(2022 NU1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54290058,24.44,0.0343997255,0.0769201245,7.5852661643,51055631.68832404,2025-10-14,2025-Oct-14 16:14,Earth,false,false,2025-10-03 19:15:36.514855
54290859,54290859,(2022 OQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54290859,24.92,0.0275775053,0.0616651765,6.2635226559,35027382.11375649,2025-10-26,2025-Oct-26 02:42,Earth,false,false,2025-10-03 19:19:00.869599
54296533,54296533,(2022 QE1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54296533,28.33,0.0057352846,0.0128244863,9.2772720654,25006707.08007752,2025-10-05,2025-Oct-05 04:11,Earth,false,false,2025-10-03 13:34:50.502954
54296538,54296538,(2022 QP1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54296538,23.42,0.0550243571,0.1230382028,3.1339293811,65888566.62094542,2025-10-08,2025-Oct-08 09:36,Earth,false,false,2025-10-03 13:34:51.30468
54297618,54297618,(2022 QK4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54297618,23.79,0.0464039528,0.1037623929,11.7638998505,61054753.60335999,2025-10-25,2025-Oct-25 01:56,Earth,false,false,2025-10-03 19:19:00.208277
54300837,54300837,(2022 QB37),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54300837,23.89,0.0443154309,0.099092316,6.7263573118,36811368.06922004,2025-11-27,2025-Nov-27 06:27,Earth,false,false,2025-10-03 19:19:03.299427
54300842,54300842,(2022 QG41),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54300842,21.96,0.1077841687,0.2410127282,11.9542122564,16201986.67654904,2025-10-03,2025-Oct-03 16:41,Earth,true,false,2025-10-03 13:34:50.502954
54301288,54301288,(2022 RJ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54301288,26.51,0.0132603497,0.0296510433,11.9272405397,51288535.83995499,2025-10-11,2025-Oct-11 20:22,Earth,false,false,2025-10-03 19:15:37.148944
54306612,54306612,(2022 SS6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54306612,22.35,0.0900647767,0.2013909631,19.3439966204,62707861.67812514,2025-11-05,2025-Nov-05 12:02,Earth,false,false,2025-10-03 19:19:00.869599
54307442,54307442,(2022 SM10),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54307442,24.36,0.0356906927,0.079806815,6.5264851599,15596761.476088718,2025-10-11,2025-Oct-11 01:34,Earth,false,false,2025-10-03 19:15:37.148944
54309248,54309248,(2022 SW20),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54309248,26.48,0.0134448195,0.0300635304,21.5799904848,47187501.10582732,2025-10-29,2025-Oct-29 17:36,Earth,false,false,2025-10-03 19:19:00.869599
54309253,54309253,(2022 SK21),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54309253,25.6,0.0201629919,0.0450858206,2.376499605,21283967.780194912,2025-10-03,2025-Oct-03 03:16,Earth,false,false,2025-10-03 13:34:50.502954
54310126,54310126,(2022 SF25),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54310126,26.3,0.0146067964,0.0326617897,9.6774572391,50348729.81219357,2025-10-27,2025-Oct-27 03:47,Earth,false,false,2025-10-03 19:19:00.869599
54312823,54312823,(2022 TD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54312823,27.73,0.0075605776,0.0169059655,7.4075552816,15054344.8216696,2025-10-07,2025-Oct-07 00:47,Earth,false,false,2025-10-03 13:34:50.502954
54312825,54312825,(2022 TF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54312825,25.33,0.0228325794,0.0510551996,13.8287633098,36156957.288192414,2025-11-05,2025-Nov-05 20:29,Earth,false,false,2025-10-03 19:19:00.869599
54314205,54314205,(2022 TU1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54314205,27.79,0.0073545309,0.016445231,12.9051311585,6459032.294476041,2025-10-08,2025-Oct-08 08:43,Earth,false,false,2025-10-03 13:34:51.30468
54316551,54316551,(2022 TQ2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54316551,26.99,0.0106305314,0.023770591,24.5325561059,64496654.54226711,2025-11-04,2025-Nov-04 17:11,Earth,false,false,2025-10-03 19:19:00.869599
54317172,54317172,(2022 UX1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54317172,27.99,0.0067074119,0.0149982289,11.4455888696,15475980.000515977,2025-10-14,2025-Oct-14 15:02,Earth,false,false,2025-10-03 19:15:36.514855
54318589,54318589,(2022 UN5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54318589,25.13,0.0250354255,0.0559809132,21.6495987978,63484736.40213026,2025-10-06,2025-Oct-06 10:02,Earth,false,false,2025-10-03 13:34:50.502954
54319159,54319159,(2022 UK6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54319159,26.82,0.0114962176,0.0257063241,21.0666086435,46812563.68001036,2025-10-27,2025-Oct-27 00:26,Earth,false,false,2025-10-03 19:19:00.869599
54319461,54319461,(2022 UQ7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54319461,26.47,0.013506878,0.0302022973,27.1216079455,20855331.83990657,2025-10-27,2025-Oct-27 17:24,Earth,false,false,2025-10-03 19:19:00.869599
54320729,54320729,(2022 UN11),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54320729,27.18,0.0097399107,0.0217791025,20.5511187814,69352256.69905506,2025-11-07,2025-Nov-07 08:07,Earth,false,false,2025-10-03 19:19:01.670502
54321082,54321082,(2022 UN12),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54321082,25.0,0.02658,0.0594346868,20.7971146682,57125050.82641868,2025-11-20,2025-Nov-20 10:06,Earth,false,false,2025-10-03 19:19:02.427056
54321095,54321095,(2022 UA13),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54321095,26.37,0.0141434375,0.0316256878,29.8016146204,62449227.7250795,2025-11-06,2025-Nov-06 21:04,Earth,false,false,2025-10-03 19:19:00.869599
54321813,54321813,(2022 UT14),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54321813,26.91,0.0110294785,0.0246626636,19.5427954467,7875891.643070867,2025-10-29,2025-Oct-29 00:34,Earth,false,false,2025-10-03 19:19:00.869599
54322245,54322245,(2022 UP20),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54322245,25.39,0.0222103282,0.0496638037,9.8125115688,8535182.171979817,2025-10-24,2025-Oct-24 18:06,Earth,false,false,2025-10-03 19:19:00.869599
54323520,54323520,(2022 UM28),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54323520,24.28,0.0370301078,0.0828018383,17.9890670796,28946904.072800398,2025-10-24,2025-Oct-24 14:20,Earth,false,false,2025-10-03 19:19:00.869599
54324411,54324411,(2022 VV),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54324411,23.69,0.0485909037,0.1086525639,9.0730597852,30486923.428302027,2025-10-03,2025-Oct-03 13:30,Earth,false,false,2025-10-03 13:34:50.502954
54326659,54326659,(2022 VR1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54326659,24.79,0.0292789148,0.0654696439,8.8163366443,17657672.057932187,2025-11-14,2025-Nov-14 15:52,Earth,false,false,2025-10-03 19:19:01.670502
54327903,54327903,(2022 WO2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54327903,25.9,0.0175612318,0.0392681082,9.372958592,11654587.607352942,2025-11-07,2025-Nov-07 08:26,Earth,false,false,2025-10-03 19:19:01.670502
54329635,54329635,(2022 WO6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54329635,29.02,0.0041740243,0.0093334022,12.5648192493,25850218.110823534,2025-11-21,2025-Nov-21 06:08,Earth,false,true,2025-10-03 19:19:02.427056
54329643,54329643,(2022 WG7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54329643,25.09,0.0255008688,0.0570216761,14.823348319,64285518.84045326,2025-10-30,2025-Oct-30 21:32,Earth,false,false,2025-10-03 19:19:00.869599
54330039,54330039,(2022 WO7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54330039,24.56,0.0325502986,0.0727846803,15.9514712713,72385031.66844754,2025-11-22,2025-Nov-22 22:54,Earth,false,false,2025-10-03 19:19:03.299427
54330040,54330040,(2022 WS7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54330040,25.08,0.0256185754,0.0572848762,7.3693768418,25987717.552283023,2025-11-27,2025-Nov-27 23:28,Earth,false,false,2025-10-03 19:19:03.299427
54336806,54336806,(2022 YS4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54336806,25.73,0.0189913123,0.0424658654,14.9883708242,38045994.78743416,2025-11-20,2025-Nov-20 21:41,Earth,false,false,2025-10-03 19:19:02.427056
54338715,54338715,(2023 AX),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54338715,28.07,0.0064647983,0.0144557284,15.5826661204,60994562.45157188,2025-11-08,2025-Nov-08 23:21,Earth,false,false,2025-10-03 19:19:01.670502
54342586,54342586,(2023 EE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54342586,23.88,0.0445199816,0.0995497053,15.6720885528,21722362.677693553,2025-11-03,2025-Nov-03 16:25,Earth,false,false,2025-10-03 19:19:00.869599
54347915,54347915,(2023 EA1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54347915,25.2,0.0242412481,0.0542050786,28.753255531,71335800.55829912,2025-10-30,2025-Oct-30 11:50,Earth,false,false,2025-10-03 19:19:00.869599
54350423,54350423,(2023 FZ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54350423,26.55,0.013018321,0.0291098508,21.9007889483,53041710.348837174,2025-11-12,2025-Nov-12 22:10,Earth,false,false,2025-10-03 19:19:01.670502
54352299,54352299,(2023 FL4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54352299,25.07,0.0257368254,0.0575492912,15.0262947206,74202950.92372298,2025-10-04,2025-Oct-04 14:34,Earth,false,false,2025-10-03 13:34:50.502954
54352304,54352304,(2023 FQ4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54352304,27.61,0.0079901508,0.0178665204,13.9973336505,32062728.868195284,2025-10-14,2025-Oct-14 06:29,Earth,false,false,2025-10-03 19:15:36.514855
54352569,54352569,(2023 FT5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54352569,23.79,0.0464039528,0.1037623929,12.961372622,73389473.05663966,2025-10-30,2025-Oct-30 23:39,Earth,false,false,2025-10-03 19:19:00.869599
54352574,54352574,(2023 FF6),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54352574,24.59,0.0321036917,0.0717860371,21.5013326564,41530258.925966814,2025-11-19,2025-Nov-19 09:00,Earth,false,false,2025-10-03 19:19:02.427056
54354276,54354276,(2023 GX),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54354276,26.71,0.0120935826,0.0270420729,16.6268261751,68772897.04511666,2025-10-12,2025-Oct-12 14:02,Earth,false,true,2025-10-03 19:15:37.148944
54356388,54356388,(2023 HJ4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54356388,26.96,0.0107784169,0.0241012728,9.9226383994,56059775.43447149,2025-11-20,2025-Nov-20 13:30,Earth,false,false,2025-10-03 19:19:02.427056
54357276,54357276,(2023 HP7),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54357276,25.57,0.0204434871,0.0457130269,24.0106183625,73342978.18824153,2025-11-06,2025-Nov-06 07:28,Earth,false,false,2025-10-03 19:19:00.869599
54358582,54358582,(2023 JK3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54358582,25.35,0.0226232491,0.0505871228,13.5352308345,59626379.04848064,2025-11-21,2025-Nov-21 14:16,Earth,false,false,2025-10-03 19:19:02.427056
54360089,54360089,(2023 KX3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54360089,25.77,0.0186446818,0.041690776,8.3661150323,28095165.727676295,2025-10-10,2025-Oct-10 08:30,Earth,false,false,2025-10-03 19:12:56.840742
54373188,54373188,(2023 LL1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54373188,28.22,0.0060333008,0.0134908707,16.6014176526,37454813.26653753,2025-10-11,2025-Oct-11 20:45,Earth,false,false,2025-10-03 19:15:37.148944
54374826,54374826,(2023 NX),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54374826,23.89,0.0443154309,0.099092316,3.5279782444,69824242.82587604,2025-10-25,2025-Oct-25 16:14,Earth,false,false,2025-10-03 19:19:00.208277
